model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std
hybrid_cnn_vit,0.99412,0.0064418630845431675,0.9944093033673689,0.005998369118141866,0.99412,0.00644186308454315,0.9941125522598929,0.006452536620258618,0.999930625,0.00013336894503599507
