model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std
vit_b_16,0.9905199999999998,0.0021339165869358537,0.9907628166766335,0.002069098147242463,0.9905199999999998,0.002133916586935838,0.9905184392611421,0.002131814144340861,0.99992129,5.023545958778308e-05
