model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std
efficientnet_b4,0.9995200000000001,0.0002993325909419298,0.9995207974446212,0.000298747732042764,0.9995200000000001,0.0002993325909419298,0.9995199993599988,0.0002993333686740308,0.99999848,3.039999999998599e-06
