model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std
densenet121,0.999,0.0006693280212272531,0.9990030525260785,0.000665716133661649,0.999,0.0006693280212272663,0.9989999930898967,0.0006693374936174953,0.99999858,1.1702991070524429e-06
