model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std
se_resnet50,0.9996,0.00025298221281349514,0.999601116729731,0.0002521625853028623,0.9996,0.0002529822128134776,0.9995999991799982,0.0002529828452704212,0.9999999299999999,1.3999999999292358e-07
