model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std
swin_v2_t,0.9987600000000001,0.0011825396399275613,0.998770083811943,0.0011655253016549336,0.9987600000000001,0.0011825396399275086,0.9987596368165637,0.0011832620140522288,0.99998857,2.103296460321337e-05
