model,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,f1_mean,f1_std,auc_mean,auc_std
resnet50,0.99924,0.0008333066662399777,0.9992458114997245,0.0008221689151334144,0.99924,0.0008333066662400215,0.9992399826693779,0.0008333406564144173,0.9999987599999999,1.612265486815669e-06
