Model,Accuracy,Precision,Recall,F1-Score,AUC-ROC
resnet50,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000,0.0000 ± 0.0000
